2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 05:41:02 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 41 started
2025-05-25 05:41:17 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 433). Attempting to fix...
2025-05-25 05:41:17 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:41:17 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 276 (char 275)
2025-05-25 05:41:17 - event_classifier          - INFO - 46.157s - Chunk 48 processed, (1) general events, (1) opinions.
2025-05-25 05:41:17 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 48 started
2025-05-25 05:41:17 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 48 started
2025-05-25 05:41:25 - person_summary            - INFO - 44.089s - Successfully got comment
2025-05-25 05:41:25 - person_summary            - INFO - 44.090s - Chunk 40 processed successfully. Processed 1 person events.
2025-05-25 05:41:25 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 40 started
2025-05-25 05:41:32 - event_scoring             - INFO - 38.343s - Successfully calculated event scores
2025-05-25 05:41:32 - event_scoring             - INFO - 38.343s - Chunk 47 processed successfully. Processed 1 general events.
2025-05-25 05:41:34 - sentiment_analysis        - INFO - 40.131s - Successfully got sentiment score
2025-05-25 05:41:34 - sentiment_analysis        - INFO - 40.131s - Chunk 47 processed successfully. Processed 1 person events.
2025-05-25 05:41:34 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 47 started
2025-05-25 05:41:34 - inconsistency_detection   - INFO - 0.013s - Chunk 47 processed successfully. Processed 1 person events.
2025-05-25 05:41:34 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 47 started
2025-05-25 05:41:34 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 47.
2025-05-25 05:41:34 - person_summary            - INFO - N/A - No sentiment history found for person Laurent Segalen in chunk 47, generating new.
2025-05-25 05:41:40 - opinion_scoring           - INFO - 38.697s - Successfully calculated opinion scores
2025-05-25 05:41:40 - opinion_scoring           - INFO - 38.697s - Chunk 41 processed successfully. Processed 1 person events.
2025-05-25 05:41:40 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:41:40 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 100: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:41:40 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:41:40 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:41:40 - write_node                - INFO - N/A - Chunk 41 marked as processed
2025-05-25 05:41:41 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 39 started
2025-05-25 05:41:49 - event_scoring             - INFO - 32.661s - Successfully calculated event scores
2025-05-25 05:41:49 - event_scoring             - INFO - 32.661s - Chunk 48 processed successfully. Processed 1 general events.
2025-05-25 05:41:51 - sentiment_analysis        - INFO - 34.453s - Successfully got sentiment score
2025-05-25 05:41:51 - sentiment_analysis        - INFO - 34.453s - Chunk 48 processed successfully. Processed 1 person events.
2025-05-25 05:41:51 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 48 started
2025-05-25 05:41:51 - inconsistency_detection   - INFO - 0.012s - Chunk 48 processed successfully. Processed 1 person events.
2025-05-25 05:41:51 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 48 started
2025-05-25 05:41:51 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 48.
2025-05-25 05:41:51 - person_summary            - INFO - N/A - No sentiment history found for person Ludlam (Etchea Energy) in chunk 48, generating new.
2025-05-25 05:41:57 - opinion_scoring           - INFO - 32.391s - Successfully calculated opinion scores
2025-05-25 05:41:57 - opinion_scoring           - INFO - 32.392s - Chunk 40 processed successfully. Processed 1 person events.
2025-05-25 05:41:57 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:41:57 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 101: hotness: expected 0.6849999999999999, got 0.685
2025-05-25 05:41:57 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:41:57 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:41:57 - write_node                - INFO - N/A - Chunk 40 marked as processed
2025-05-25 05:41:58 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 38 started
2025-05-25 05:42:05 - person_summary            - INFO - 30.733s - Successfully got comment
2025-05-25 05:42:05 - person_summary            - INFO - 30.734s - Chunk 47 processed successfully. Processed 1 person events.
2025-05-25 05:42:05 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 47 started
2025-05-25 05:42:22 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 560). Attempting to fix...
2025-05-25 05:42:22 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:42:22 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 303 (char 302)
2025-05-25 05:42:22 - event_classifier          - INFO - 40.996s - Chunk 39 processed, (1) general events, (1) opinions.
2025-05-25 05:42:22 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 39 started
2025-05-25 05:42:22 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 39 started
2025-05-25 05:42:32 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 05:42:32 - person_summary            - INFO - 40.712s - Successfully got comment
2025-05-25 05:42:32 - person_summary            - INFO - 40.712s - Chunk 48 processed successfully. Processed 1 person events.
2025-05-25 05:42:32 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 48 started
2025-05-25 05:42:49 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 486). Attempting to fix...
2025-05-25 05:42:49 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:42:49 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 309 (char 308)
2025-05-25 05:42:49 - event_classifier          - INFO - 51.166s - Chunk 38 processed, (1) general events, (1) opinions.
2025-05-25 05:42:49 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 38 started
2025-05-25 05:42:49 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 38 started
2025-05-25 05:42:55 - opinion_scoring           - INFO - 50.456s - Successfully calculated opinion scores
2025-05-25 05:42:55 - opinion_scoring           - INFO - 50.456s - Chunk 47 processed successfully. Processed 1 person events.
2025-05-25 05:42:55 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:42:55 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:42:55 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:42:55 - write_node                - INFO - N/A - Chunk 47 marked as processed
2025-05-25 05:42:56 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 37 started
2025-05-25 05:43:03 - event_scoring             - INFO - 41.246s - Successfully calculated event scores
2025-05-25 05:43:03 - event_scoring             - INFO - 41.247s - Chunk 39 processed successfully. Processed 1 general events.
2025-05-25 05:43:05 - sentiment_analysis        - INFO - 43.148s - Successfully got sentiment score
2025-05-25 05:43:05 - sentiment_analysis        - INFO - 43.148s - Chunk 39 processed successfully. Processed 1 person events.
2025-05-25 05:43:05 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 39 started
2025-05-25 05:43:05 - inconsistency_detection   - INFO - 0.012s - Chunk 39 processed successfully. Processed 1 person events.
2025-05-25 05:43:05 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 39 started
2025-05-25 05:43:05 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 39.
2025-05-25 05:43:05 - person_summary            - INFO - N/A - No sentiment history found for person David Pressman in chunk 39, generating new.
2025-05-25 05:43:11 - opinion_scoring           - INFO - 39.597s - Successfully calculated opinion scores
2025-05-25 05:43:11 - opinion_scoring           - INFO - 39.598s - Chunk 48 processed successfully. Processed 1 person events.
2025-05-25 05:43:11 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:43:11 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:43:11 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:43:11 - write_node                - INFO - N/A - Chunk 48 marked as processed
2025-05-25 05:43:12 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 36 started
2025-05-25 05:43:20 - event_scoring             - INFO - 31.469s - Successfully calculated event scores
2025-05-25 05:43:20 - event_scoring             - INFO - 31.470s - Chunk 38 processed successfully. Processed 1 general events.
2025-05-25 05:43:22 - sentiment_analysis        - INFO - 33.366s - Successfully got sentiment score
2025-05-25 05:43:22 - sentiment_analysis        - INFO - 33.366s - Chunk 38 processed successfully. Processed 1 person events.
2025-05-25 05:43:22 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 38 started
2025-05-25 05:43:22 - inconsistency_detection   - INFO - 0.012s - Chunk 38 processed successfully. Processed 1 person events.
2025-05-25 05:43:22 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 38 started
2025-05-25 05:43:22 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 38.
2025-05-25 05:43:22 - person_summary            - INFO - N/A - No sentiment history found for person Brent David Freaney in chunk 38, generating new.
2025-05-25 05:43:38 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 463). Attempting to fix...
2025-05-25 05:43:38 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:43:38 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 254 (char 253)
2025-05-25 05:43:38 - event_classifier          - INFO - 41.895s - Chunk 37 processed, (1) general events, (1) opinions.
2025-05-25 05:43:38 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 37 started
2025-05-25 05:43:38 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 37 started
2025-05-25 05:43:45 - person_summary            - INFO - 39.950s - Successfully got comment
2025-05-25 05:43:45 - person_summary            - INFO - 39.951s - Chunk 39 processed successfully. Processed 1 person events.
2025-05-25 05:43:45 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 39 started
2025-05-25 05:44:01 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 421). Attempting to fix...
2025-05-25 05:44:01 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:44:01 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 254 (char 253)
2025-05-25 05:44:01 - event_classifier          - INFO - 49.220s - Chunk 36 processed, (1) general events, (1) opinions.
2025-05-25 05:44:01 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 36 started
2025-05-25 05:44:01 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 36 started
2025-05-25 05:44:11 - person_summary            - INFO - 48.739s - Successfully got comment
2025-05-25 05:44:11 - person_summary            - INFO - 48.739s - Chunk 38 processed successfully. Processed 1 person events.
2025-05-25 05:44:11 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 38 started
2025-05-25 05:44:19 - event_scoring             - INFO - 41.573s - Successfully calculated event scores
2025-05-25 05:44:19 - event_scoring             - INFO - 41.573s - Chunk 37 processed successfully. Processed 1 general events.
2025-05-25 05:44:21 - sentiment_analysis        - INFO - 43.273s - Successfully got sentiment score
2025-05-25 05:44:21 - sentiment_analysis        - INFO - 43.274s - Chunk 37 processed successfully. Processed 1 person events.
2025-05-25 05:44:21 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 37 started
2025-05-25 05:44:21 - inconsistency_detection   - INFO - 0.012s - Chunk 37 processed successfully. Processed 1 person events.
2025-05-25 05:44:21 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 37 started
2025-05-25 05:44:21 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 37.
2025-05-25 05:44:21 - person_summary            - INFO - N/A - No sentiment history found for person Laurie Pressman in chunk 37, generating new.
2025-05-25 05:44:28 - opinion_scoring           - INFO - 42.449s - Successfully calculated opinion scores
2025-05-25 05:44:28 - opinion_scoring           - INFO - 42.449s - Chunk 39 processed successfully. Processed 1 person events.
2025-05-25 05:44:28 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.3, 0.2, 0.4, 0.28500000000000003 but got 0.3, 0.2, 0.4, 0.285
2025-05-25 05:44:28 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:44:28 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 104: hotness: expected 0.5700000000000001, got 0.57
2025-05-25 05:44:28 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:44:28 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:44:28 - write_node                - INFO - N/A - Chunk 39 marked as processed
2025-05-25 05:44:28 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 35 started
2025-05-25 05:44:37 - event_scoring             - INFO - 35.443s - Successfully calculated event scores
2025-05-25 05:44:37 - event_scoring             - INFO - 35.443s - Chunk 36 processed successfully. Processed 1 general events.
2025-05-25 05:44:39 - sentiment_analysis        - INFO - 37.322s - Successfully got sentiment score
2025-05-25 05:44:39 - sentiment_analysis        - INFO - 37.322s - Chunk 36 processed successfully. Processed 1 person events.
2025-05-25 05:44:39 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 36 started
2025-05-25 05:44:39 - inconsistency_detection   - INFO - 0.012s - Chunk 36 processed successfully. Processed 1 person events.
2025-05-25 05:44:39 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 36 started
2025-05-25 05:44:39 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 36.
2025-05-25 05:44:39 - person_summary            - INFO - N/A - No sentiment history found for person Charli XCX in chunk 36, generating new.
2025-05-25 05:44:45 - opinion_scoring           - INFO - 33.634s - Successfully calculated opinion scores
2025-05-25 05:44:45 - opinion_scoring           - INFO - 33.634s - Chunk 38 processed successfully. Processed 1 person events.
2025-05-25 05:44:45 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:44:45 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:44:45 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:44:45 - write_node                - INFO - N/A - Chunk 38 marked as processed
2025-05-25 05:44:45 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 34 started
2025-05-25 05:44:54 - person_summary            - INFO - 32.551s - Successfully got comment
2025-05-25 05:44:54 - person_summary            - INFO - 32.552s - Chunk 37 processed successfully. Processed 1 person events.
2025-05-25 05:44:54 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 37 started
2025-05-25 05:45:09 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 426). Attempting to fix...
2025-05-25 05:45:09 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:45:09 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 244 (char 243)
2025-05-25 05:45:09 - event_classifier          - INFO - 41.236s - Chunk 35 processed, (1) general events, (1) opinions.
2025-05-25 05:45:09 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 35 started
2025-05-25 05:45:09 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 35 started
2025-05-25 05:45:21 - person_summary            - INFO - 41.942s - Successfully got comment
2025-05-25 05:45:21 - person_summary            - INFO - 41.943s - Chunk 36 processed successfully. Processed 1 person events.
2025-05-25 05:45:21 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 36 started
2025-05-25 05:45:40 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 570). Attempting to fix...
2025-05-25 05:45:40 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:45:40 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 245 (char 244)
2025-05-25 05:45:46 - opinion_scoring           - INFO - 51.952s - Successfully calculated opinion scores
2025-05-25 05:45:46 - opinion_scoring           - INFO - 51.953s - Chunk 37 processed successfully. Processed 1 person events.
2025-05-25 05:45:46 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:45:46 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:45:46 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:45:46 - write_node                - INFO - N/A - Chunk 37 marked as processed
2025-05-25 05:45:46 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 29 started
2025-05-25 05:45:54 - event_scoring             - INFO - 44.155s - Successfully calculated event scores
2025-05-25 05:45:54 - event_scoring             - INFO - 44.155s - Chunk 35 processed successfully. Processed 1 general events.
2025-05-25 05:45:56 - sentiment_analysis        - INFO - 46.035s - Successfully got sentiment score
2025-05-25 05:45:56 - sentiment_analysis        - INFO - 46.036s - Chunk 35 processed successfully. Processed 1 person events.
2025-05-25 05:45:56 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 35 started
2025-05-25 05:45:56 - inconsistency_detection   - INFO - 0.012s - Chunk 35 processed successfully. Processed 1 person events.
2025-05-25 05:45:56 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 35 started
2025-05-25 05:45:56 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 35.
2025-05-25 05:45:56 - person_summary            - INFO - N/A - No sentiment history found for person Neoh in chunk 35, generating new.
2025-05-25 05:46:02 - opinion_scoring           - INFO - 41.435s - Successfully calculated opinion scores
2025-05-25 05:46:02 - opinion_scoring           - INFO - 41.436s - Chunk 36 processed successfully. Processed 1 person events.
2025-05-25 05:46:02 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:46:02 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:46:02 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:46:02 - write_node                - INFO - N/A - Chunk 36 marked as processed
2025-05-25 05:46:03 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 28 started
2025-05-25 05:46:13 - event_classifier          - INFO - 87.996s - Chunk 34 processed, (1) general events, (1) opinions.
2025-05-25 05:46:13 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 34 started
2025-05-25 05:46:13 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 34 started
2025-05-25 05:46:29 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 437). Attempting to fix...
2025-05-25 05:46:29 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:46:29 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 265 (char 264)
2025-05-25 05:46:29 - event_classifier          - INFO - 42.585s - Chunk 29 processed, (1) general events, (1) opinions.
2025-05-25 05:46:29 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 29 started
2025-05-25 05:46:29 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 29 started
2025-05-25 05:46:36 - person_summary            - INFO - 40.693s - Successfully got comment
2025-05-25 05:46:36 - person_summary            - INFO - 40.693s - Chunk 35 processed successfully. Processed 1 person events.
2025-05-25 05:46:36 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 35 started
2025-05-25 05:46:52 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 484). Attempting to fix...
2025-05-25 05:46:52 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:46:52 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 05:46:52 - event_classifier          - INFO - 49.691s - Chunk 28 processed, (1) general events, (1) opinions.
2025-05-25 05:46:52 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 28 started
2025-05-25 05:46:52 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 28 started
2025-05-25 05:47:01 - event_scoring             - INFO - 48.029s - Successfully calculated event scores
2025-05-25 05:47:01 - event_scoring             - INFO - 48.029s - Chunk 34 processed successfully. Processed 1 general events.
2025-05-25 05:47:04 - sentiment_analysis        - INFO - 50.235s - Successfully got sentiment score
2025-05-25 05:47:04 - sentiment_analysis        - INFO - 50.236s - Chunk 34 processed successfully. Processed 1 person events.
2025-05-25 05:47:04 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 34 started
2025-05-25 05:47:04 - inconsistency_detection   - INFO - 0.012s - Chunk 34 processed successfully. Processed 1 person events.
2025-05-25 05:47:04 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 34 started
2025-05-25 05:47:04 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 34.
2025-05-25 05:47:04 - person_summary            - INFO - N/A - No sentiment history found for person Khailing Neoh in chunk 34, generating new.
2025-05-25 05:47:12 - event_scoring             - INFO - 43.255s - Successfully calculated event scores
2025-05-25 05:47:12 - event_scoring             - INFO - 43.255s - Chunk 29 processed successfully. Processed 1 general events.
2025-05-25 05:47:14 - sentiment_analysis        - INFO - 45.056s - Successfully got sentiment score
2025-05-25 05:47:14 - sentiment_analysis        - INFO - 45.056s - Chunk 29 processed successfully. Processed 1 person events.
2025-05-25 05:47:14 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 29 started
2025-05-25 05:47:14 - inconsistency_detection   - INFO - 0.013s - Chunk 29 processed successfully. Processed 1 person events.
2025-05-25 05:47:14 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 29 started
2025-05-25 05:47:14 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 29.
2025-05-25 05:47:14 - person_summary            - INFO - N/A - No sentiment history found for person Haustein in chunk 29, generating new.
2025-05-25 05:47:20 - opinion_scoring           - INFO - 43.827s - Successfully calculated opinion scores
2025-05-25 05:47:20 - opinion_scoring           - INFO - 43.828s - Chunk 35 processed successfully. Processed 1 person events.
2025-05-25 05:47:20 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:47:20 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:47:20 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:47:20 - write_node                - INFO - N/A - Chunk 35 marked as processed
2025-05-25 05:47:21 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 27 started
2025-05-25 05:47:29 - event_scoring             - INFO - 36.652s - Successfully calculated event scores
2025-05-25 05:47:29 - event_scoring             - INFO - 36.652s - Chunk 28 processed successfully. Processed 1 general events.
2025-05-25 05:47:31 - sentiment_analysis        - INFO - 38.541s - Successfully got sentiment score
2025-05-25 05:47:31 - sentiment_analysis        - INFO - 38.542s - Chunk 28 processed successfully. Processed 1 person events.
2025-05-25 05:47:31 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 28 started
2025-05-25 05:47:31 - inconsistency_detection   - INFO - 0.011s - Chunk 28 processed successfully. Processed 1 person events.
2025-05-25 05:47:31 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 28 started
2025-05-25 05:47:31 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 28.
2025-05-25 05:47:31 - person_summary            - INFO - N/A - No sentiment history found for person Karsten Haustein in chunk 28, generating new.
2025-05-25 05:47:41 - person_summary            - INFO - 37.187s - Successfully got comment
2025-05-25 05:47:41 - person_summary            - INFO - 37.188s - Chunk 34 processed successfully. Processed 1 person events.
2025-05-25 05:47:41 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 34 started
2025-05-25 05:47:48 - person_summary            - INFO - 33.788s - Successfully got comment
2025-05-25 05:47:48 - person_summary            - INFO - 33.790s - Chunk 29 processed successfully. Processed 1 person events.
2025-05-25 05:47:48 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 29 started
2025-05-25 05:48:03 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 510). Attempting to fix...
2025-05-25 05:48:03 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:48:03 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 263 (char 262)
2025-05-25 05:48:03 - event_classifier          - INFO - 42.460s - Chunk 27 processed, (1) general events, (1) opinions.
2025-05-25 05:48:03 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 27 started
2025-05-25 05:48:03 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 27 started
2025-05-25 05:48:12 - person_summary            - INFO - 41.078s - Successfully got comment
2025-05-25 05:48:12 - person_summary            - INFO - 41.079s - Chunk 28 processed successfully. Processed 1 person events.
2025-05-25 05:48:12 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 28 started
2025-05-25 05:48:18 - opinion_scoring           - INFO - 37.614s - Successfully calculated opinion scores
2025-05-25 05:48:18 - opinion_scoring           - INFO - 37.614s - Chunk 34 processed successfully. Processed 1 person events.
2025-05-25 05:48:19 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.3, 0.1, 0.2, 0.16499999999999998 but got 0.3, 0.1, 0.2, 0.165
2025-05-25 05:48:19 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:48:19 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:48:19 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:48:19 - write_node                - INFO - N/A - Chunk 34 marked as processed
2025-05-25 05:48:19 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 26 started
2025-05-25 05:48:23 - opinion_scoring           - INFO - 35.456s - Successfully calculated opinion scores
2025-05-25 05:48:23 - opinion_scoring           - INFO - 35.456s - Chunk 29 processed successfully. Processed 1 person events.
2025-05-25 05:48:23 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 05:48:23 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
