2025-05-24 23:00:22 - DBConnector               - INFO - 0.007s - Person not found
2025-05-25 00:43:50 - DBConnector               - INFO - 0.033s - Event added with event_id: 122
2025-05-25 00:43:50 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:43:50 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 122
2025-05-25 00:43:50 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 122
2025-05-25 00:43:50 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=17 updated successfully
2025-05-25 00:43:59 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:44:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:45:04 - DBConnector               - INFO - 0.035s - Event added with event_id: 123
2025-05-25 00:45:04 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:45:04 - DBConnector               - INFO - 0.024s - Person added with person_id: 102
2025-05-25 00:45:04 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:45:04 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 123
2025-05-25 00:45:04 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 123
2025-05-25 00:45:04 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=16 updated successfully
2025-05-25 00:45:13 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:45:19 - DBConnector               - INFO - 0.032s - Event added with event_id: 124
2025-05-25 00:45:20 - DBConnector               - INFO - 0.007s - Person not found
2025-05-25 00:45:20 - DBConnector               - INFO - 0.029s - Person added with person_id: 103
2025-05-25 00:45:20 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:45:20 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 124
2025-05-25 00:45:20 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 124
2025-05-25 00:45:20 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=15 updated successfully
2025-05-25 00:46:17 - DBConnector               - INFO - 0.033s - Event added with event_id: 125
2025-05-25 00:46:17 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:46:17 - DBConnector               - INFO - 0.026s - Person added with person_id: 104
2025-05-25 00:46:17 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:46:17 - DBConnector               - INFO - 0.031s - Opinion added with opinion_id: 125
2025-05-25 00:46:17 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 125
2025-05-25 00:46:17 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=14 updated successfully
2025-05-25 00:46:26 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:46:32 - DBConnector               - INFO - 0.045s - Event added with event_id: 126
2025-05-25 00:46:32 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:46:33 - DBConnector               - INFO - 0.025s - Person added with person_id: 105
2025-05-25 00:46:33 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:46:33 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 126
2025-05-25 00:46:33 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 126
2025-05-25 00:46:33 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=13 updated successfully
2025-05-25 00:46:42 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:47:36 - DBConnector               - INFO - 0.005s - Person not found
2025-05-25 00:47:42 - DBConnector               - INFO - 0.031s - Event added with event_id: 127
2025-05-25 00:47:42 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:47:42 - DBConnector               - INFO - 0.030s - Person added with person_id: 106
2025-05-25 00:47:42 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:47:42 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 127
2025-05-25 00:47:42 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 127
2025-05-25 00:47:42 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=9 updated successfully
2025-05-25 00:47:52 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:47:58 - DBConnector               - INFO - 0.029s - Event added with event_id: 128
2025-05-25 00:47:58 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:47:58 - DBConnector               - INFO - 0.030s - Person added with person_id: 107
2025-05-25 00:47:58 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:47:58 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 128
2025-05-25 00:47:58 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 128
2025-05-25 00:47:58 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=10 updated successfully
2025-05-25 00:48:53 - DBConnector               - INFO - 0.031s - Event added with event_id: 129
2025-05-25 00:48:53 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:48:53 - DBConnector               - INFO - 0.024s - Person added with person_id: 108
2025-05-25 00:48:53 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:48:53 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 129
2025-05-25 00:48:53 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 129
2025-05-25 00:48:53 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=11 updated successfully
2025-05-25 00:49:01 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:49:08 - DBConnector               - INFO - 0.030s - Event added with event_id: 130
2025-05-25 00:49:08 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:49:08 - DBConnector               - INFO - 0.027s - Person added with person_id: 109
2025-05-25 00:49:08 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:49:08 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 130
2025-05-25 00:49:08 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 130
2025-05-25 00:49:08 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=12 updated successfully
2025-05-25 00:49:18 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:50:20 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:50:27 - DBConnector               - INFO - 0.034s - Event added with event_id: 131
2025-05-25 00:50:27 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:50:27 - DBConnector               - INFO - 0.026s - Person added with person_id: 110
2025-05-25 00:50:27 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:50:27 - DBConnector               - INFO - 0.032s - Opinion added with opinion_id: 131
2025-05-25 00:50:27 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 131
2025-05-25 00:50:27 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=8 updated successfully
2025-05-25 00:50:35 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:50:42 - DBConnector               - INFO - 0.028s - Event added with event_id: 132
2025-05-25 00:50:42 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:50:42 - DBConnector               - INFO - 0.026s - Person added with person_id: 111
2025-05-25 00:50:42 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:50:42 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 132
2025-05-25 00:50:42 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 132
2025-05-25 00:50:42 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=7 updated successfully
2025-05-25 00:51:42 - DBConnector               - INFO - 0.028s - Event added with event_id: 133
2025-05-25 00:51:42 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:51:42 - DBConnector               - INFO - 0.024s - Person added with person_id: 112
2025-05-25 00:51:42 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:51:42 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 133
2025-05-25 00:51:42 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 133
2025-05-25 00:51:42 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=6 updated successfully
2025-05-25 00:51:51 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:51:58 - DBConnector               - INFO - 0.029s - Event added with event_id: 134
2025-05-25 00:51:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:51:58 - DBConnector               - INFO - 0.026s - Person added with person_id: 113
2025-05-25 00:51:58 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:51:58 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 134
2025-05-25 00:51:58 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 134
2025-05-25 00:51:58 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=32 updated successfully
2025-05-25 00:52:08 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:53:08 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:53:15 - DBConnector               - INFO - 0.031s - Event added with event_id: 135
2025-05-25 00:53:15 - DBConnector               - INFO - 0.012s - Person not found
2025-05-25 00:53:15 - DBConnector               - INFO - 0.032s - Person added with person_id: 114
2025-05-25 00:53:15 - DBConnector               - INFO - 0.000s - Opinion not found
2025-05-25 00:53:15 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 135
2025-05-25 00:53:15 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 135
2025-05-25 00:53:15 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=31 updated successfully
2025-05-25 00:53:24 - DBConnector               - INFO - 0.000s - Person not found
2025-05-25 00:53:31 - DBConnector               - INFO - 0.028s - Event added with event_id: 136
2025-05-25 00:53:31 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:53:31 - DBConnector               - INFO - 0.026s - Person added with person_id: 115
2025-05-25 00:53:31 - DBConnector               - INFO - 0.003s - Opinion not found
2025-05-25 00:53:31 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 136
2025-05-25 00:53:31 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 136
2025-05-25 00:53:31 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=30 updated successfully
2025-05-25 00:54:30 - DBConnector               - INFO - 0.028s - Event added with event_id: 137
2025-05-25 00:54:30 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:54:30 - DBConnector               - INFO - 0.026s - Person added with person_id: 116
2025-05-25 00:54:30 - DBConnector               - INFO - 0.006s - Opinion not found
2025-05-25 00:54:30 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 137
2025-05-25 00:54:30 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 137
2025-05-25 00:54:30 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=33 updated successfully
2025-05-25 00:54:40 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:54:46 - DBConnector               - INFO - 0.028s - Event added with event_id: 138
2025-05-25 00:54:46 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:54:46 - DBConnector               - INFO - 0.027s - Person added with person_id: 117
2025-05-25 00:54:46 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:54:46 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 138
2025-05-25 00:54:46 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 138
2025-05-25 00:54:46 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=5 updated successfully
2025-05-25 00:54:56 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:56:03 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:56:09 - DBConnector               - INFO - 0.027s - Event added with event_id: 139
2025-05-25 00:56:09 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:56:09 - DBConnector               - INFO - 0.023s - Person added with person_id: 118
2025-05-25 00:56:09 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:56:09 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 139
2025-05-25 00:56:09 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 139
2025-05-25 00:56:09 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=4 updated successfully
2025-05-25 00:56:38 - DBConnector               - INFO - 0.032s - Event added with event_id: 140
2025-05-25 00:56:38 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:56:38 - DBConnector               - INFO - 0.026s - Person added with person_id: 119
2025-05-25 00:56:38 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:56:38 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 140
2025-05-25 00:56:38 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 140
2025-05-25 00:56:38 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=3 updated successfully
2025-05-25 00:56:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:57:04 - DBConnector               - INFO - 0.026s - Event added with event_id: 141
2025-05-25 00:57:04 - DBConnector               - INFO - 0.007s - Person not found
2025-05-25 00:57:04 - DBConnector               - INFO - 0.032s - Person added with person_id: 120
2025-05-25 00:57:04 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:57:04 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 141
2025-05-25 00:57:04 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 141
2025-05-25 00:57:04 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=2 updated successfully
2025-05-25 00:57:18 - DBConnector               - INFO - 0.028s - Event added with event_id: 142
2025-05-25 00:57:18 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:57:18 - DBConnector               - INFO - 0.025s - Person added with person_id: 121
2025-05-25 00:57:18 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:57:18 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 142
2025-05-25 00:57:18 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 142
2025-05-25 00:57:18 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=1 updated successfully
